Dataset,"BIS Selected property prices"
Retrieved on,Thu Feb 16 15:37:05 GMT 2017
Subject,"BIS property prices: selected series"
"Frequency","Quarterly"
"Unit Multiplier","Units"
"Frequency","Reference area","Value","Unit of measure","Time Period","1966-Q1","1966-Q2","1966-Q3","1966-Q4","1967-Q1","1967-Q2","1967-Q3","1967-Q4","1968-Q1","1968-Q2","1968-Q3","1968-Q4","1969-Q1","1969-Q2","1969-Q3","1969-Q4","1970-Q1","1970-Q2","1970-Q3","1970-Q4","1971-Q1","1971-Q2","1971-Q3","1971-Q4","1972-Q1","1972-Q2","1972-Q3","1972-Q4","1973-Q1","1973-Q2","1973-Q3","1973-Q4","1974-Q1","1974-Q2","1974-Q3","1974-Q4","1975-Q1","1975-Q2","1975-Q3","1975-Q4","1976-Q1","1976-Q2","1976-Q3","1976-Q4","1977-Q1","1977-Q2","1977-Q3","1977-Q4","1978-Q1","1978-Q2","1978-Q3","1978-Q4","1979-Q1","1979-Q2","1979-Q3","1979-Q4","1980-Q1","1980-Q2","1980-Q3","1980-Q4","1981-Q1","1981-Q2","1981-Q3","1981-Q4","1982-Q1","1982-Q2","1982-Q3","1982-Q4","1983-Q1","1983-Q2","1983-Q3","1983-Q4","1984-Q1","1984-Q2","1984-Q3","1984-Q4","1985-Q1","1985-Q2","1985-Q3","1985-Q4","1986-Q1","1986-Q2","1986-Q3","1986-Q4","1987-Q1","1987-Q2","1987-Q3","1987-Q4","1988-Q1","1988-Q2","1988-Q3","1988-Q4","1989-Q1","1989-Q2","1989-Q3","1989-Q4","1990-Q1","1990-Q2","1990-Q3","1990-Q4","1991-Q1","1991-Q2","1991-Q3","1991-Q4","1992-Q1","1992-Q2","1992-Q3","1992-Q4","1993-Q1","1993-Q2","1993-Q3","1993-Q4","1994-Q1","1994-Q2","1994-Q3","1994-Q4","1995-Q1","1995-Q2","1995-Q3","1995-Q4","1996-Q1","1996-Q2","1996-Q3","1996-Q4","1997-Q1","1997-Q2","1997-Q3","1997-Q4","1998-Q1","1998-Q2","1998-Q3","1998-Q4","1999-Q1","1999-Q2","1999-Q3","1999-Q4","2000-Q1","2000-Q2","2000-Q3","2000-Q4","2001-Q1","2001-Q2","2001-Q3","2001-Q4","2002-Q1","2002-Q2","2002-Q3","2002-Q4","2003-Q1","2003-Q2","2003-Q3","2003-Q4","2004-Q1","2004-Q2","2004-Q3","2004-Q4","2005-Q1","2005-Q2","2005-Q3","2005-Q4","2006-Q1","2006-Q2","2006-Q3","2006-Q4","2007-Q1","2007-Q2","2007-Q3","2007-Q4","2008-Q1","2008-Q2","2008-Q3","2008-Q4","2009-Q1","2009-Q2","2009-Q3","2009-Q4","2010-Q1","2010-Q2","2010-Q3","2010-Q4","2011-Q1","2011-Q2","2011-Q3","2011-Q4","2012-Q1","2012-Q2","2012-Q3","2012-Q4","2013-Q1","2013-Q2","2013-Q3","2013-Q4","2014-Q1","2014-Q2","2014-Q3","2014-Q4","2015-Q1","2015-Q2","2015-Q3","2015-Q4","2016-Q1","2016-Q2","2016-Q3","2016-Q4"
"Q:Quarterly","GR:Greece","N:Nominal","771:Year-on-year changes, in per cent","Q:GR:N:771","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.68","6.8","6.18","2.42","2.89","1.74","1.56","0.59","-3.29","-2.48","-5.11","-4","-1.77","-4.68","-5.2","-6.97","-5.41","-5.12","-4.74","-6.62","-10.55","-10.83","-12.59","-12.77","-11.48","-11.97","-10.19","-9.63","-9.09","-8.21","-6.88","-5.55","-4.12","-4.97","-6.04","-5.21","-4.28","-2.56","-1.5",""
"Q:Quarterly","GR:Greece","R:Real","628:Index, 2010 = 100","Q:GR:R:628","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","112.01","113.02","115.57","118.68","118.55","117.65","119.53","117.29","117","114.26","115.92","114.66","111.42","110.7","109.25","107.97","106.23","100.33","98.14","95.57","95.98","91.97","91.32","86.82","84.15","80.77","78.77","74.88","74.47","71.44","71.49","69.18","68.6","66.56","66.98","66.57","67.38","64.63","64.08","63.49","65.1","63.58","63.76",""
"Q:Quarterly","GR:Greece","R:Real","771:Year-on-year changes, in per cent","Q:GR:R:771","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.84","4.09","3.43","-1.17","-1.31","-2.88","-3.03","-2.24","-4.77","-3.12","-5.75","-5.84","-4.66","-9.36","-10.17","-11.49","-9.65","-8.34","-6.95","-9.15","-12.32","-12.17","-13.73","-13.75","-11.5","-11.55","-9.25","-7.61","-7.87","-6.84","-6.31","-3.77","-1.78","-2.89","-4.32","-4.63","-3.39","-1.63","-0.51",""
"Q:Quarterly","HK:Hong Kong SAR","N:Nominal","628:Index, 2010 = 100","Q:HK:N:628","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.93","12.19","12.19","13.45","14.84","16.1","16.17","16.3","15.97","14.91","14.38","13.65","12.92","12.26","12.33","11.86","11.27","11.6","11.66","11.07","11.2","11.66","12.26","12.99","13.45","13.52","13.65","14.31","15.04","16.3","17.36","17.96","18.09","18.75","20.41","21.87","23.39","26.11","27.04","25.98","27.43","28.36","28.96","30.02","31.34","32.87","37.11","43.4","48.51","52.75","57.52","58.78","56.79","56.39","60.32","64.87","64.96","74.81","77.38","76.82","75.56","74.15","73.11","69.14","68.01","72.12","75.23","77.35","85.17","101.43","110.73","112.34","107.88","92.55","82.7","68.7","66.38","67.92","67.86","66.09","63.13","64.12","59.68","57.87","55.77","53.68","53.81","52.11","48.93","48.9","47.82","45.48","43.14","41.57","39.65","39.3","42.65","48.77","51.16","51.55","55.24","59.57","62.64","61.89","59.73","60.63","61.78","61.45","61.83","63.99","66.44","68.94","75.03","82.85","83.43","81.66","71.57","71.59","77.57","84.25","88.07","93.3","97.03","102.12","107.55","116.05","123.1","122.72","120.67","122.77","134.03","140.2","149.67","157.36","159.81","162.77","162.46","161.84","164.05","173.15","181.79","191.64","198.24","202.13","194.53","181.99","182.3","191.13",""
"Q:Quarterly","HK:Hong Kong SAR","N:Nominal","771:Year-on-year changes, in per cent","Q:HK:N:771","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.76","32.07","32.61","21.18","7.59","-7.41","-11.07","-16.26","-19.09","-17.78","-14.29","-13.11","-12.82","-5.41","-5.38","-6.7","-0.59","0.57","5.11","17.37","20.12","15.91","11.35","10.2","11.82","20.59","27.18","25.46","20.26","15.04","17.56","21.77","29.3","39.22","32.47","18.79","17.28","8.63","7.11","15.56","14.25","15.89","28.15","44.59","54.76","60.48","55","35.42","17.08","6.91","4.88","10.37","14.39","32.67","28.27","18.42","16.32","-0.89","-5.51","-10.01","-10","-2.74","2.9","11.88","25.24","40.64","47.18","45.23","26.66","-8.75","-25.31","-38.85","-38.47","-26.61","-17.95","-3.79","-4.89","-5.59","-12.04","-12.43","-11.65","-16.29","-9.84","-9.96","-12.28","-8.89","-11.12","-12.72","-11.83","-15","-17.09","-13.6","-1.13","17.32","29.03","31.2","29.52","22.15","22.45","20.05","8.12","1.78","-1.38","-0.71","3.51","5.54","7.54","12.19","21.36","29.48","25.57","18.46","-4.62","-13.6","-7.02","3.16","23.06","30.33","25.09","21.21","22.12","24.38","26.86","20.18","12.2","5.79","8.88","14.24","24.03","28.18","19.23","16.1","8.54","2.85","2.65","6.38","11.9","18.41","20.84","16.74","7.01","-5.04","-8.04","-5.44",""
"Q:Quarterly","HK:Hong Kong SAR","R:Real","628:Index, 2010 = 100","Q:HK:R:628","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46.85","49.59","48.82","51.93","56.22","58.55","56.85","55.26","52.75","48.02","45.3","42.09","38.91","36.12","35.38","33.46","30.48","30.83","30.52","28.65","28.84","29.82","30.95","32.56","33.55","33.44","33.37","34.64","36.02","38.58","40.16","41.07","40.55","41.5","43.98","46.15","48.41","52.52","52.75","49.69","51.51","51.98","51.43","52.14","52.91","53.88","58.87","67.85","74.31","78.65","83.53","83.92","79.37","77.02","80.55","85.33","83.39","94.64","95.24","92.42","88.73","85.4","82.16","76.36","73.99","77.73","79.31","80.79","87.32","102.99","110.47","110.64","104.9","89.53","79.01","65.78","65.06","66.92","67.53","67.25","64.58","66.49","62.17","60.65","58.5","56.76","56.82","55.19","52.39","53.13","52.14","49.9","47.58","46.04","44.33","44.77","48.15","55.03","57.67","58.25","62.08","66.94","70.14","69.04","66.27","67.06","67.78","67.03","67.17","69.61","71.93","74.01","78.77","86.2","85.46","83.75","73.43","73.24","79.49","87.24","88.91","93.46","96.73","104.08","105.71","112","116.74","117.47","112.18","112.59","121.97","130.18","134.11","139.22","139.83","143.49","139.56","137.49","138.45","145.53","148.67","156.1","162.61","165.69","155.52","144.22","145.73","152",""
"Q:Quarterly","HK:Hong Kong SAR","R:Real","771:Year-on-year changes, in per cent","Q:HK:R:771","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20","18.07","16.44","6.4","-6.17","-17.98","-20.31","-23.83","-26.24","-24.79","-21.9","-20.5","-21.66","-14.63","-13.75","-14.38","-5.39","-3.3","1.44","13.65","16.33","12.17","7.8","6.4","7.35","15.36","20.35","18.56","12.58","7.57","9.51","12.35","19.38","26.56","19.94","7.68","6.42","-1.02","-2.5","4.93","2.7","3.66","14.48","30.13","40.46","45.96","41.88","23.68","6.81","-2.07","-3.57","1.68","5.06","22.89","18.23","8.32","6.41","-9.77","-13.73","-17.38","-16.62","-8.98","-3.46","5.79","18.02","32.5","39.28","36.96","20.14","-13.07","-28.48","-40.55","-37.98","-25.26","-14.52","2.23","-0.73","-0.65","-7.94","-9.82","-9.42","-14.63","-8.6","-8.99","-10.44","-6.39","-8.24","-9.6","-9.17","-13.35","-14.97","-10.27","1.19","19.53","30.09","30.11","28.93","21.64","21.61","18.52","6.75","0.17","-3.36","-2.92","1.36","3.81","6.12","10.42","17.26","23.83","18.8","13.16","-6.77","-15.04","-6.98","4.17","21.08","27.62","21.68","19.3","18.89","19.84","20.68","12.87","6.12","0.53","4.48","10.82","19.55","23.65","14.64","10.22","4.06","-1.24","-0.98","1.42","6.53","13.54","17.45","13.85","4.61","-7.61","-10.38","-8.26",""
"Q:Quarterly","HR:Croatia","N:Nominal","628:Index, 2010 = 100","Q:HR:N:628","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","111.51","112.26","114.37","111.36","110.97","107.25","105.35","103.45","101.45","100.02","99.14","99.39","98.5","100.06","100.76","101.38","100.8","99.45","98.76","95.42","95.31","94.71","95.02","93.81","93.19","93.98","93.24","92.46","91.47","89.74","90.4","90.49","91.62","90.78","91.71",""
"Q:Quarterly","HR:Croatia","N:Nominal","771:Year-on-year changes, in per cent","Q:HR:N:771","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-0.48","-4.46","-7.89","-7.1","-8.58","-6.74","-5.89","-3.92","-2.91","0.04","1.63","2","2.34","-0.61","-1.98","-5.88","-5.45","-4.77","-3.79","-1.69","-2.22","-0.77","-1.87","-1.44","-1.85","-4.51","-3.05","-2.13","0.16","1.16","1.45",""
"Q:Quarterly","HR:Croatia","R:Real","628:Index, 2010 = 100","Q:HR:R:628","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","117.48","115.91","117.09","114.47","112.62","107.64","106.57","104.61","102.07","99.7","99.21","99.04","96.9","97.51","98.81","98.56","97.72","93.68","93.03","88.69","88.32","87.22","87.94","86.96","86.62","86.89","86.46","85.68","85.39","82.97","84.36","84.53","86.63","85.4","86.71",""
"Q:Quarterly","HR:Croatia","R:Real","771:Year-on-year changes, in per cent","Q:HR:R:771","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-4.14","-7.14","-8.99","-8.62","-9.37","-7.37","-6.91","-5.33","-5.06","-2.19","-0.4","-0.48","0.84","-3.93","-5.85","-10.01","-9.62","-6.9","-5.48","-1.95","-1.93","-0.38","-1.68","-1.47","-1.42","-4.51","-2.43","-1.35","1.45","2.93","2.79",""
"Q:Quarterly","HU:Hungary","N:Nominal","628:Index, 2010 = 100","Q:HU:N:628","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","101.5","104","108.1","109","107.4","108.8","109.2","107.1","106.4","103.2","101.5","98.7","101.1","100.6","100.1","98.2","98","97.2","95.9","95.4","96.3","93","92.2","90.4","90.7","90.9","91","89.8","91.9","93.6","95.3","97.2","99.7","103.9","107","108.9","113.4","114.9","118.5",""
"Q:Quarterly","HU:Hungary","N:Nominal","771:Year-on-year changes, in per cent","Q:HU:N:771","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.81","4.62","1.02","-1.74","-0.93","-5.15","-7.05","-7.84","-4.98","-2.52","-1.38","-0.51","-3.07","-3.38","-4.2","-2.85","-1.73","-4.32","-3.86","-5.24","-5.82","-2.26","-1.3","-0.66","1.32","2.97","4.73","8.24","8.49","11","12.28","12.04","13.74","10.59","10.75",""
"Q:Quarterly","HU:Hungary","R:Real","628:Index, 2010 = 100","Q:HU:R:628","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","120.32","120.88","124.78","123.66","119.08","118.47","118.57","116.52","114.52","108.44","104.97","102.11","102.62","100.36","99.72","97.36","95.48","93.22","92.39","90.89","88.83","84.52","83.69","81.71","81.31","81.17","81.39","80.57","82.35","83.73","85.29","87.82","90.28","92.7","95.75","97.9","102.35","102.56","105.99",""
"Q:Quarterly","HU:Hungary","R:Real","771:Year-on-year changes, in per cent","Q:HU:R:771","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-1.03","-2","-4.98","-5.77","-3.83","-8.47","-11.47","-12.37","-10.39","-7.45","-5","-4.66","-6.97","-7.12","-7.36","-6.64","-6.96","-9.32","-9.42","-10.1","-8.47","-3.97","-2.75","-1.39","1.29","3.15","4.79","8.99","9.62","10.72","12.27","11.49","13.37","10.64","10.69",""
"Q:Quarterly","ID:Indonesia","N:Nominal","628:Index, 2010 = 100","Q:ID:N:628","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","73.91","75.03","76.14","76.82","78.55","79.65","80.85","81.41","82.06","83.11","83.85","84.22","85.25","86.14","86.68","88.35","90.52","90.83","91.38","91.93","92.16","92.78","93.08","93.54","94.23","95.02","95.47","95.93","96.38","97.05","97.47","98.14","98.83","99.85","100.33","100.99","103.25","104.38","104.88","106.09","106.96","108.22","109.34","113.27","118.73","121.32","124.1","126.3","128.14","130.3","132.2","134.24","136.17","138.06","139.42","140.44","141.83","142.73","143.25",""
"Q:Quarterly","ID:Indonesia","N:Nominal","771:Year-on-year changes, in per cent","Q:ID:N:771","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.29","6.16","6.18","5.98","4.47","4.34","3.72","3.44","3.88","3.65","3.38","4.91","6.18","5.45","5.41","4.06","1.81","2.15","1.87","1.74","2.25","2.41","2.56","2.56","2.28","2.13","2.1","2.3","2.54","2.89","2.93","2.91","4.48","4.53","4.54","5.05","3.59","3.68","4.25","6.76","11","12.11","13.51","11.51","7.92","7.4","6.53","6.28","6.27","5.95","5.46","4.61","4.15","3.39","2.75",""
"Q:Quarterly","ID:Indonesia","R:Real","628:Index, 2010 = 100","Q:ID:R:628","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","139.4","140.26","139.95","137.56","137.53","139.12","140.03","138.15","137.01","136.07","135.84","134.35","132.08","131.02","129.53","119.65","119.98","119.6","118.87","117.4","114.85","115.23","113.69","111.92","109.09","106.59","102.82","101.94","102.25","102.99","102.15","101.66","101.15","101.52","99.04","98.4","98.93","100.23","98.93","99.29","98.86","99.57","99.13","102.07","105.03","106.25","104.16","105.37","105.19","106.56","106.33","105.18","104.92","105.45","104.71","104.98","104.73","105.38","104.43",""
"Q:Quarterly","ID:Indonesia","R:Real","771:Year-on-year changes, in per cent","Q:ID:R:771","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-1.34","-0.81","0.05","0.43","-0.38","-2.19","-2.99","-2.75","-3.6","-3.72","-4.65","-10.94","-9.16","-8.71","-8.23","-1.88","-4.28","-3.66","-4.35","-4.67","-5.01","-7.5","-9.57","-8.91","-6.27","-3.37","-0.65","-0.27","-1.07","-1.43","-3.05","-3.21","-2.19","-1.28","-0.11","0.91","-0.07","-0.65","0.2","2.8","6.24","6.71","5.08","3.23","0.15","0.29","2.08","-0.18","-0.26","-1.04","-1.52","-0.19","-0.18","-0.07","-0.27",""
